,region,Year,sector,value
298,India,2050,cement,0.17522272860000002
299,India,2050,chemical energy use,0.390244987
300,India,2050,comm cooling,0.976966
301,India,2050,comm heating,0.0883681
302,India,2050,comm others,7.13192
303,India,2050,construction energy use,0.015398513700000003
304,India,2050,desalinated water,0.00669443
305,India,2050,industrial wastewater treatment,0.0998867
306,India,2050,industrial water abstraction,0.0234369
307,India,2050,industrial water treatment,0.0461516
308,India,2050,iron and steel,1.0780531533
309,India,2050,irrigation water abstraction,0.741591
310,India,2050,mining energy use,0.0803971
311,India,2050,municipal wastewater treatment,0.0947182
312,India,2050,municipal water abstraction,0.028893
313,India,2050,municipal water distribution,0.0794861
314,India,2050,municipal water treatment,0.0753265
315,India,2050,other industrial energy use,6.743368500000001
316,India,2050,resid cooling,0.708923
317,India,2050,resid heating,0.13171
318,India,2050,resid others,8.11612
319,India,2050,trn_aviation_intl,5.22923e-05
320,India,2050,trn_freight,0.05981436
321,India,2050,trn_freight_road,1.0976776356
322,India,2050,trn_pass,0.08503779
323,India,2050,trn_pass_road,0.0320515
324,India,2050,trn_pass_road_LDV,0.016102
325,India,2050,trn_pass_road_LDV_4W,0.0139185627
326,India,2050,trn_shipping_intl,0.000215677
327,India,2085,agricultural energy use,0.2598433
328,India,2085,aluminum,0.90336649
329,India,2085,cement,0.133374379
330,India,2085,chemical energy use,0.9781117860827
331,India,2085,comm cooling,1.69236
332,India,2085,comm heating,0.14445
333,India,2085,comm others,10.276
334,India,2085,construction energy use,0.038166941
335,India,2085,desalinated water,0.00876158
336,India,2085,industrial wastewater treatment,0.170679
337,India,2085,industrial water abstraction,0.027836
338,India,2085,industrial water treatment,0.0548142
339,India,2085,iron and steel,0.8678658946561999
340,India,2085,irrigation water abstraction,0.684174
341,India,2085,mining energy use,0.072598737
342,India,2085,municipal wastewater treatment,0.128845
343,India,2085,municipal water abstraction,0.0273776
344,India,2085,municipal water distribution,0.0754351
345,India,2085,municipal water treatment,0.0713758
346,India,2085,other industrial energy use,14.230792000000001
347,India,2085,resid cooling,1.11663
348,India,2085,resid heating,0.22389
349,India,2085,resid others,8.31831
350,India,2085,trn_aviation_intl,0.00331119
351,India,2085,trn_freight,0.1089435
352,India,2085,trn_freight_road,2.9975245999999998
353,India,2085,trn_pass,0.9681029
354,India,2085,trn_pass_road,0.0226651
355,India,2085,trn_pass_road_LDV,0.0221603
356,India,2085,trn_pass_road_LDV_4W,0.025758755799999998
357,India,2085,trn_shipping_intl,0.0116013
358,South Asia,2030,agricultural energy use,0.0008842891700000001
359,South Asia,2030,cement,0.0312042391
360,South Asia,2030,comm cooling,0.029282600000000002
361,South Asia,2030,comm others,0.1293675
362,South Asia,2030,construction energy use,1.2412829e-05
363,South Asia,2030,desalinated water,1.37003e-05
364,South Asia,2030,industrial wastewater treatment,0.0036631249999999997
365,South Asia,2030,industrial water abstraction,0.0033542
366,South Asia,2030,industrial water treatment,0.0045213499999999995
367,South Asia,2030,iron and steel,0.015766118184
368,South Asia,2030,irrigation water abstraction,0.0616525
369,South Asia,2030,mining energy use,8.84669103e-05
370,South Asia,2030,municipal wastewater treatment,0.00668847
371,South Asia,2030,municipal water abstraction,0.009738489999999999
372,South Asia,2030,municipal water distribution,0.01735582
373,South Asia,2030,municipal water treatment,0.01651519
374,South Asia,2030,other industrial energy use,0.6344785000000001
375,South Asia,2030,resid cooling,0.386541
